,created_at,id,text,source,author_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,geo.place_id,geo.coordinates.type,geo.coordinates.coordinates,country,full_name,Timeline
31,2020-12-21T17:52:13.000Z,1341079037154738176,So far we have No evidence that the new vaccine provides less protection for the B.1.1.7 COVID-19 variant. Vaccination is now a race against the even more infectious new variant. Hope that we have vaccines for all our immunodeficiency patients soon!!🤞🏻#mmsm https://t.co/uVdup1NiJ8,Twitter for iPhone,2923507674,1,0,11,0,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
32,2020-12-21T19:34:18.000Z,1341104728978153476,This is great news — making equity a priority in the planning and delivery of the vaccine in New York State is essential to building confidence in the vaccine and curbing the spread of this pandemic. Thank you @NYGovCuomo. https://t.co/sjwmIpw84A,Twitter for iPhone,18590012,51,53,339,8,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
33,2020-12-27T16:29:21.000Z,1343232512630386688,"The two most consequential COVID lies were “like a miracle, it will disappear” and “there isn’t a coronavirus second wave.”",Twitter for iPhone,468657693,35,18,300,4,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
34,2020-12-23T19:26:52.000Z,1341827633978458123,The COVID vaccine is safe and effective. Truly the best Christmas present ever. https://t.co/b8p17PFzeq,Twitter for iPhone,58006725,29,14,434,3,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
35,2020-12-20T18:10:44.000Z,1340721310171848710,@ajetsetgirl I’m less upset about them getting vaccinated and more upset about them sitting on an aid package since JULY and then having the gall to pass a stimulus for ants the days before Christmas 🤷🏼‍♂️,Twitter for iPhone,46543317,38,8,306,3,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
36,2020-12-27T16:59:44.000Z,1343240156552327171,"@Tyler_The_Wise It’s incredible that two of the most sparsely populated states in the Union would have such a death levels. You’d think population density is what makes it hard to prevent SARS-CoV-2 spread, meaning CT, HI, NJ, and RI would be f***ed the hardest, but the Dakotas would be fine",Twitter for iPhone,3714666976,0,1,0,0,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
37,2020-12-20T16:22:17.000Z,1340694018833997825,"Please please please be selfless this holiday season. Be able to look back and know that you were a part of the solution during this once-in-a-lifetime global pandemic. #StayAtHome  ,#WearAMask  &amp; wait for the vaccine. 2/",Twitter for iPhone,939021992,29,3,214,2,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
38,2020-12-28T22:50:29.000Z,1343690814308888576,Understanding mRNA COVID-19 Vaccines  https://t.co/1rhDRkeOhs,Squarespace,2596857631,1,0,2,1,01a9a39529b27f36,Point,"[-74.0007613, 40.7207559]",United States,"Manhattan, NY",During_Dec
39,2020-12-27T19:15:36.000Z,1343274348728225792,"In 1918 before we discovered the flu or Corona virus 675,000 Americans died from the “Spanish Flu” (which started in Kansas)
We just crossed half of that many dead 102 years later despite knowing all about this deadly disease.
This tells you how little progress humanity made",Twitter for iPhone,22264384,16,41,210,2,01a9a39529b27f36,,,United States,"Manhattan, NY",During_Dec
40,2020-12-27T13:07:05.000Z,1343181610108284930,"Trump didn't destroy the Republican Party, he brought their true motives to light. People are suffering from the #coronavirus pandemic and #RepublicansDontCare. https://t.co/1MORKOFT9b",Twitter for iPhone,880018682,2476,186,6424,196,9979d3480f2d1e45,,,United States,"Palm Bay, FL",During_Dec
41,2020-12-27T23:15:17.000Z,1343334666854666243,@marcorubio You should never have been vaccinated before healthcare workers.,Twitter for iPhone,880018682,413,85,6568,20,9979d3480f2d1e45,,,United States,"Palm Bay, FL",During_Dec
42,2020-12-30T13:41:13.000Z,1344277362209402882,@realDonaldTrump Didn't #OperationWarpSpeed promise America that they would be distributing more vaccines than they have?,Twitter for iPhone,880018682,22,9,339,1,9979d3480f2d1e45,,,United States,"Palm Bay, FL",During_Dec
43,2020-12-17T05:28:00.000Z,1339442199403114496,"It was an extraordinary day @CHNOLA as our first COVID-19 vaccines were administered to essential healthcare workers. This marks the beginning of the end of #COVID-19, but we still have a long road ahead! Follow precautions &amp; we will get through this together #sleevesupLA #MaskUp https://t.co/xwPIfUkmkv",Twitter for iPhone,72626765,7,0,28,0,dd3b100831dd1763,,,United States,"New Orleans, LA",During_Dec
44,2020-12-18T18:54:46.000Z,1340007618136293378,"You've heard a lot about COVID-19 vaccines these past few weeks &amp; there's a lot of misinformation out there, as well as important questions. Join our virtual town hall, hear directly from Mayor Cantrell, Dr.  Avegno, &amp; Doc Griggs.
Monday, Dec. 21, 1pm. https://t.co/ceP9P8xtAP https://t.co/dJG0ttwjPb",Twitter for iPhone,992056970248183808,2,2,6,0,dd3b100831dd1763,,,United States,"New Orleans, LA",During_Dec
45,2020-12-23T17:13:10.000Z,1341793988190167040,"Wrapping up a 5 h shift giving COVID-19 vaccines at UMMC. Get your shot, folks. It’s safe. It’s effective. It’s the right thing to do. @UMMCnews",Twitter for iPhone,953992904321757185,7,1,57,3,5c9d123437711a9d,,,United States,"Jackson, MS",During_Dec
46,2020-12-22T19:53:51.000Z,1341472036900749314,"Today several AFD firefighters received Phase 1a COVID-19 Vaccines. Vaccination is our quickest path to saving lives, taking off these masks, and gathering like we want to!  #CovidVaccine #NCFire #avlnews #avltoday https://t.co/xSKbrr9rUp",Twitter for iPhone,74172256,7,4,41,1,00836cb90515ddd1,,,United States,"Asheville, NC",During_Dec
47,2020-12-29T14:52:20.000Z,1343932874064502784,My family is *so Asian* that I have my 65+ and older aunties and uncles asking me where they can schedule the Pfizer vaccine instead of the Moderna since the Pfizer has 95% efficacy instead of 94%. Send help,Twitter for iPhone,826333136,159,72,4020,53,1879ace9e02ace61,,,United States,"Utah, USA",During_Dec
48,2020-12-28T22:48:41.000Z,1343690362452287488,"Vaccine priorities are difficult, but this change is something I’ve been advocating for a while. All the good data analysis shows that prioritizing based on age will save more lives and prevent hospitalizations. I’m grateful to the UDOH for making the best possible decision. https://t.co/Zr2Bxa2Exu",Tweetbot for iΟS,69663100,15,63,430,8,1879ace9e02ace61,,,United States,"Utah, USA",During_Dec
49,2020-12-21T18:58:48.000Z,1341095796171804672,"NEW: The #Durham Co Health Dept says it has received its first shipment of 3,200 Moderna COVID-19 vaccines. 

These vaccines will be administered to those the state has prioritized — healthcare workers and staff/residents of long-term care facilities.",Twitter for iPhone,195396716,4,2,35,0,bced47a0c99c71d0,,,United States,"Durham, NC",During_Dec
50,2020-12-19T14:25:48.000Z,1340302317200039937,"summoning circle, hope this works. Plz. 

                       🕯
              🕯              🕯
        🕯                         🕯
 
   🕯    Vaccinate your    🕯

        🕯    House Staff   🕯
              🕯              🕯
                        🕯",Twitter for iPhone,188142835,32,1,428,3,bced47a0c99c71d0,,,United States,"Durham, NC",During_Dec
51,2020-12-22T00:01:38.000Z,1341172006939742209,If you ever ate anything cooked at a liquor house stop questioning what’s in the COVID-19 #vaccines.,Twitter for iPhone,28403425,0,0,0,0,bced47a0c99c71d0,,,United States,"Durham, NC",During_Dec
52,2020-12-25T00:21:40.000Z,1342264211460788225,It’s a good thing we’re getting a vaccine before tick season or else we’d have corona with lyme.,Twitter for iPhone,28882005,328,85,2818,59,4ec01c9dbc693497,,,United States,"Florida, USA",During_Dec
53,2020-12-22T16:37:47.000Z,1341422694240301056,"I’m eager to get any one of the COVID-19 vaccines. I believe they are safe and are our best shot (pun intended) at reopening the economy and keeping people safe. I’m also happy to get in line behind healthcare workers, teachers, the elderly and other vulnerable groups.",Twitter for iPhone,32494510,0,0,19,1,4ec01c9dbc693497,,,United States,"Florida, USA",During_Dec
54,2020-12-23T16:01:25.000Z,1341775931774480395,"This week I filed HM 101, a Bill that formally urges Congress to REPEAL Section 230 of the Communications Decency Act.  Because Big-Tech censors the free-speech of conservatives and interferes with our elections, it deserves NO entitlement to special immunity from liability. https://t.co/40qfJLp0KG",Twitter for iPhone,3231657095,82,43,343,9,4ec01c9dbc693497,,,United States,"Florida, USA",During_Dec
55,2020-12-21T22:13:39.000Z,1341144828705468418,Private sector offensive actors do not deserve immunity for their actionsZ. Proud to be a part of the amicus brief before the 9th circuit in WhatsApp v. NSO.  #PSOAs #cybersecurity  1/https://t.co/kvDtrpZ9Zd,Twitter for iPhone,130110079,36,10,81,7,4ec01c9dbc693497,,,United States,"Florida, USA",During_Dec
56,2020-12-29T00:32:28.000Z,1343716481775898625,COVID 19 Vaccines are available to Orange County FL residents 65+. https://t.co/97ryn67iFK,Twitter for iPhone,41337433,0,0,0,0,4ec01c9dbc693497,,,United States,"Florida, USA",During_Dec
57,2020-12-30T20:49:08.000Z,1344385053762199558,"“The Department told First Coast News that COVID-19 vaccines for individuals 65 years of age and older would be available starting Wednesday and that people could make an appointment by calling 904-253-1140.”

https://t.co/lVd4Jkqguc",Twitter for iPhone,771136203047460865,0,0,0,0,4ec01c9dbc693497,,,United States,"Florida, USA",During_Dec
58,2020-12-30T16:44:39.000Z,1344323525348388865,"Congratulations to @realDonaldTrump on being voted the #MostAdmiredMan of 2020. Your critics are probably appalled. Ha. Now finish strong. Have your rally, thank your supporters, then exit with dignity secure in history as the Father of Vaccines, etc.
Don’t muck it up with crazy.",Twitter for iPhone,246500501,386,9995,2963,1632,641bbac1956b1502,,,United States,"Bratenahl, OH",During_Dec
59,2020-12-27T00:33:38.000Z,1342991997670367232,"COVID-19 vaccines administered: 63,233 doses #COVID19Colorado  https://t.co/IArtRHDzgu https://t.co/E26hjDlKdx",Twitter for iPhone,39522848,6,1,35,1,163376a8273b5ec9,,,United States,"Columbine, CO",During_Dec
60,2020-12-18T22:06:06.000Z,1340055768477782017,"What a breathtaking sight — the eagles are back in Boise!  COVID-19 has disrupted so much of 2020, but with vaccines starting to roll out this week and the return of the big beautiful baldies, winter 2020 is on the upswing! 🦅 https://t.co/iTnNSnMHAM",Twitter for iPhone,19506133,11,9,116,0,07d9dbacccc85001,,,United States,Boise River Greenbelt,During_Dec
61,2020-12-18T18:06:12.000Z,1339995394059759617,Mike Pence got the vaccine after trying for a year to give everyone the virus.,Twitter for iPhone,493714995,481,46,2726,37,161d2f18e3a0445a,,,United States,"Raleigh, NC",During_Dec
62,2020-12-20T04:55:38.000Z,1340521216273244161,"@RubyWaves_ See. This is why I commented about Marco Rubio tweeting a picture of his vaccine. These fools ADAMANTLY called this a hoax, yet the moment a vaccine is available - they skip to the front of line. The doses should have gone to frontline workers who are in direct contact.",Twitter for iPhone,172999008,36,8,269,3,161d2f18e3a0445a,,,United States,"Raleigh, NC",During_Dec
63,2020-12-22T13:07:16.000Z,1341369714413629443,This morning I witnessed the first COVID-19 vaccines being administered at @OhioHealth here in Richland County. It was surprisingly emotional for everyone. Story coming soon. #vaccination #COVID19 https://t.co/GJCIcu9f7P,Twitter for iPhone,64823822,3,0,23,0,0bfb6b351e15d000,,,United States,OhioHealth Mansfield Hospital,During_Dec
64,2020-12-30T15:16:53.000Z,1344301440194510848,"Joining @biannagolodryga on @CNNnewsroom to discuss the emerging variant SARS CoV-2 virus, surging hospitalizations, and accelerating vaccination in the U.S.

*please stop gathering indoors with people outside your household* https://t.co/5jrb5GzV8d",Twitter for iPhone,19253909,4,2,34,1,e898916fab5ef970,,,United States,"Druid Hills, GA",During_Dec
65,2020-12-27T21:19:20.000Z,1343305488176443398,"Quite a beautiful summary of the new SARS-Cov-2 RNA vaccine, its design, and the leap forward beyond viral attenuation (huge props notwithstanding to Maurice Hilleman), now powered by genomics : https://t.co/r8clD3W2e2",Twitter for iPhone,113740810,2,0,16,0,009327fe192849b0,,,United States,"Mount Pleasant, WI",During_Dec
66,2020-12-29T13:04:15.000Z,1343905672673579008,"Things that change your DNA:
- sunlight (uva and uvb rays)
- getting an x-ray
- cigarettes/tobacco products
- nitrites in processed meats 
- benzoyl peroxide in acne creams
- barbecuing
- viruses

Things that do not change your DNA: the mRNA COVID-19 vaccines",Twitter for Android,3016769179,4,0,35,0,13f1b1eadfb47f9b,,,United States,"Brookline, MA",During_Dec
67,2020-12-30T17:19:38.000Z,1344332331587395585,"COVID-19 vaccines: @MassGovernor reminding ""Not to let guard down, stay vigilant and stay engaged.""  Adding: ""The goal is to vaccinate all consenting residents &amp; staff in a single day,"" (long term care facilities) &amp; &gt; 50 vaccine clinics in these facilities this wk. to over 20,000",Twitter for iPhone,36618451,0,0,0,0,13f1b1eadfb47f9b,,,United States,"Brookline, MA",During_Dec
68,2020-12-21T12:36:08.000Z,1340999494788390916,"#COVID19 is 10 times deadlier for people with #Downsyndrome , raising calls for early vaccination https://t.co/ZqOhVHZUM7 @ScienceMagazine @meredithwadman",Twitter for iPhone,43879159,67,3,86,1,13f1b1eadfb47f9b,,,United States,"Brookline, MA",During_Dec
69,2020-12-17T16:51:37.000Z,1339614237937823745,So thankful to see a potential end to the pandemic! Thank you to all involved in the production of COVID-19 vaccines. Check out UNC Health's COVID-19 Vaccine Hub. https://t.co/eHhfTHWkjm https://t.co/e6wHY7YR2M,Twitter for iPhone,295256096,2,0,4,0,c3a90b8ce84f216e,,,United States,"Carrboro, NC",During_Dec
70,2020-12-18T18:53:06.000Z,1340007195530948610,👏🏽 And when you open the paper today you’ll see my story on COVID-19 vaccines for front-line health care workers in San Antonio https://t.co/LziO9MsuNv,Twitter for iPhone,1138851367,2,1,16,0,3df4f427b5a60fea,,,United States,"San Antonio, TX",During_Dec
71,2020-12-24T00:02:18.000Z,1341896947972644865,"@CoachTraylor The test uses CT values that are too high.  You have slight remnants of SARS-CoV-2 RNA, you are not sick nor are you contagious.",Twitter for Android,15308545,0,0,6,0,3df4f427b5a60fea,,,United States,"San Antonio, TX",During_Dec
72,2020-12-19T01:46:30.000Z,1340111230489550850,"If you drank from the manguera growing up, do not worry about what’s in the vaccine. 🤷🏻‍♀️😂",Twitter for iPhone,25635531,20,7,246,3,3df4f427b5a60fea,,,United States,"San Antonio, TX",During_Dec
73,2020-12-19T23:23:45.000Z,1340437694544023552,And she’s worried about the vaccine.... https://t.co/8Bi1OEtDsM,Twitter for iPhone,1179022267638075392,9,8,471,0,3df4f427b5a60fea,,,United States,"San Antonio, TX",During_Dec
74,2020-12-21T00:23:00.000Z,1340814994628177920,"Why does Rubio, a healthy 49 yr old Bible thumping Covid denier, get a vaccine before first responders? 

I mean, he just jumped ahead of app. 88,000,000 American seniors at risk.

What do you have to say to little @marcorubio? https://t.co/AnWyQQ98sI",Twitter for iPhone,48325671,704,214,1924,96,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
75,2020-12-20T05:56:27.000Z,1340536523024867330,"In all 4 cases, pelvic CAT scan revealed a dilated and fluid-filled appendix and fat stranding consistent with edema and acute inflammation. PCR testing of nasopharyngeal swab samples revealed that the children (ages 11-17) were infected with SARS-CoV-2

https://t.co/iZWniReSam",Twitter for iPhone,189406922,1,0,7,0,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
76,2020-12-19T03:23:45.000Z,1340135706291683330,"Tucker Carlson mocks the vaccine while FOX’s Rupert Murdoch quietly gets the vaccine.

Meanwhile, 3500 more Americans die.

FOX is a serial killer.
#FOXVirus https://t.co/5lXX6zzZEx",Twitter for iPhone,48325671,108,12,246,11,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
77,2020-12-25T20:09:10.000Z,1342563053963935744,"The same GOP Covid deniers are first in line for the vaccine.

In front of all of you. 

You surprised? https://t.co/tq3VW3e3RO",Twitter for iPhone,48325671,100,12,288,2,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
78,2020-12-28T18:45:27.000Z,1343629150376976385,odds I help sequence the first confirmed case of the new SARS-CoV-2 variant in the IS,Twitter for iPhone,1086748956539838464,0,1,13,1,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
79,2020-12-21T02:09:28.000Z,1340841786353143808,"What’s in the new COVID-19 relief bill? What’s the latest on the millions of Moderna vaccines being shipped across the country tonight? 
We have all of those answers right now on the KUSI News at 6PM ❤️ https://t.co/VeoJPIRXMf",Twitter for iPhone,251921869,0,3,31,0,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
80,2020-12-27T18:59:33.000Z,1343270312750694400,".@marcorubio is a member of the powerful elite. He uses the deaths of children &amp; others to maintain his elitism while taking $ from those who killed them. He is so elite, he was one of the 1st to be vaccinated as he continues to attack the very people who made the vaccine. https://t.co/9CabUzZmXx",Twitter for iPhone,1114970489942753280,19,4,119,0,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
81,2020-12-18T23:21:50.000Z,1340074824807301121,@sharphealthcare in Chula Vista administers first round of Covid-19 vaccines. Dr. Andres Smith tells you what to expect if/when you get vaccinated. @CBS8 #vaccine #COVID19 #sandiego https://t.co/7wyQClvPS4,Twitter for iPhone,42957570,0,0,0,0,a592bd6ceb1319f7,,,United States,"San Diego, CA",During_Dec
82,2020-12-18T16:28:16.000Z,1339970746639032321,"👀 just read about this woman, a trial participant in the Pfizer vaccine trial who had a horrible experience https://t.co/eXKmTokfu2",Twitter for iPhone,6228302,162,60,2222,46,5a110d312052166f,,,United States,"San Francisco, CA",During_Dec
83,2020-12-19T01:17:08.000Z,1340103840515805184,"here’s more background from me and @KatherineJWu on the Stanford Hospital vaccination issues with frontline workers getting left out

https://t.co/uXVu897qpd",Twitter for iPhone,19040598,220,34,822,6,5a110d312052166f,,,United States,"San Francisco, CA",During_Dec
84,2020-12-24T00:43:02.000Z,1341907199879069696,"The wealthy scramble for COVID-19 vaccines: 'If I donate $25,000 ... would that help me?' https://t.co/yt4ClYn7YF",Twitter for iPhone,18640992,0,0,7,1,5a110d312052166f,,,United States,"San Francisco, CA",During_Dec
85,2020-12-20T06:02:00.000Z,1340537919820328961,Tremendous rescue by SF Firefighters caught on @CitizenAppSFO!  Fire was earlier this evening on Octavia. @SFFDPIO @SupStefani @LondonBreed #firefighters need to be vaccinated. https://t.co/HtvwXWLzw6,Twitter for iPhone,1206130273,21,3,118,3,5a110d312052166f,,,United States,"San Francisco, CA",During_Dec
86,2020-12-24T00:07:03.000Z,1341898146163556352,"I’m so grateful for the grocery workers who make sure we can continue to access food, putting their own health at risk.

Grocery workers need to get the vaccine early. They also deserve hazard pay.

These workers are unsung heroes. https://t.co/z1mx39Z0YM",Twitter for iPad,26703365,19,11,148,3,5a110d312052166f,,,United States,"San Francisco, CA",During_Dec
87,2020-12-19T04:52:43.000Z,1340158096954384385,San Francisco is also deciding to not include firefighters in the first round of vaccinations. We are in your homes and treating the many people of SF who use the 9-1-1 system.  For the safety of the people of SF we should be vaccinated. @LondonBreed https://t.co/Nl6xKHlRJZ,Twitter for iPhone,1206130273,23,6,70,7,5a110d312052166f,,,United States,"San Francisco, CA",During_Dec
88,2020-12-27T22:34:05.000Z,1343324301328572416,"Vaccine line cutters like Marco Rubio are why Dr. Fauci has to live in fear of his life every day

They’re responsible for the massive disinformation campaign that has destroyed the economy &amp; brainwashed the susceptible

Lil Marco stop slanderin and panderin. You’ll never be Prez",Twitter for iPhone,270132611,668,59,2680,55,e4a0d228eb6be76b,,,United States,"Philadelphia, PA",During_Dec
89,2020-12-27T19:06:04.000Z,1343271951364747264,"#RepublicansDontCare. They pretend pro-corporate &amp; anti-environmental policies are about individual liberty when they’re really about profits

Anti-science vitriol against climate change is now directed toward masks and vaccines

Decades of right wing propaganda brought us Trump",Twitter for iPhone,270132611,268,25,695,13,e4a0d228eb6be76b,,,United States,"Philadelphia, PA",During_Dec
90,2020-12-27T23:25:28.000Z,1343337232946622465,#breakingnews about #covid_19 #vaccines 💉💉 @ Hop Sing Laundromat https://t.co/N2n1AzhzhV,Instagram,382728060,2,1,4,0,e4a0d228eb6be76b,Point,"[-75.15689, 39.95571]",United States,"Philadelphia, PA",During_Dec
91,2020-12-21T20:25:53.000Z,1341117711573807105,"Politicians like Joni Ernst who said Covid was a hoax and ridiculed masks shouldn't receive the vaccine before essential workers and the vulnerable

You can’t undie these frontline heroes. You can replace these useless pols

#LetThemEatCake",Twitter for iPhone,270132611,193,16,620,9,e4a0d228eb6be76b,,,United States,"Philadelphia, PA",During_Dec
92,2020-12-22T01:45:00.000Z,1341198016854814723,"#philly! i'll be here tomorrow with lotssss of immune shots &amp; muffins. 💛 

free soul food and holiday boxed food by chef @flyyamiya (ig: excmvp) grace and savor llc. 🥘 

pull up! philly peace park @ 22nd &amp; jefferson. #feedphilly #greenwithin #commUNITY 💚♻️🌱❄️ https://t.co/gcHAkOkJm1",Twitter for iPhone,232324606,82,3,95,6,e4a0d228eb6be76b,,,United States,"Philadelphia, PA",During_Dec
93,2020-12-22T21:35:30.000Z,1341497616144732164,"riding around philly with my babe, eating a cheesesteak and passing out food and immune shots to people. yolo.",Twitter for iPhone,232324606,8,9,172,4,e4a0d228eb6be76b,,,United States,"Philadelphia, PA",During_Dec
