,source,created_at,text,author_id,id,geo.place_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,geo.coordinates.type,geo.coordinates.coordinates,country,full_name,Timeline
254,Twitter for iPhone,2021-02-24T15:12:28.000Z,"With COVID-19, we’re all tied in a single garment of destiny. Interrelated &amp; interdependent.

“...you cannot have a successful vaccination campaign in the United States with this coronavirus pandemic without equity. Absent equity, the whole thing falls apart.”

#COVIDVaccineForum https://t.co/VlrMtE5OKN",1140174583959605248,1364594048774909952,5635c19c2b5078d1,37,3,151,3,,,United States,"Virginia, USA",During_Feb
255,Twitter for Android,2021-02-24T13:56:32.000Z,My second shot of Moderna. Lets beat this thing and retweet. https://t.co/yDkkQp4Mwf,985187004718645248,1364574937210576896,07c0b6b4c3ac42c4,91,39,647,2,,,United States,"La Grange Park, IL",During_Feb
256,Twitter for iPhone,2021-02-11T01:56:36.000Z,Vaccinate teachers before schools open.,978321749552099328,1359682717315706881,7dc5c6d3bfb10ccc,55,10,422,8,,,United States,"Wisconsin, USA",During_Feb
257,Twitter for Android,2021-02-17T17:56:34.000Z,"Mt. San Jacinto College (MSJC) did not receive the shipment of COVID-19 vaccines it was due to receive today, Feb. 17, and will reschedule appointments into next week. This will affect all appointments that were scheduled this week.

More details at
https://t.co/bDuXMNPKMn https://t.co/kKEiemksjC",85905306,1362098629268303873,d6f36f6c3c320c85,1,0,2,0,,,United States,"Perris, CA",During_Feb
258,Twitter for iPhone,2021-02-26T17:35:36.000Z,I have spent the last 2 hours on the phone with @GovKemp office and @GaDPH being told that neither office is responsible for rules/guidelines around vaccines. Can’t get my staff vaccinated against COVID-19. Can’t get answers! What does it take to be valued?!,19305589,1365354842621935616,11bb0fd5ce3937f8,3,1,10,0,,,United States,"Rome, GA",During_Feb
259,Twitter for iPhone,2021-02-19T14:56:43.000Z,"As of today BOTH my parents received their two shots of the COVID vaccine! 

I’m relieved, and look forward to when they can finally meet their 9-month-old grandson for the FIRST time😭👍 https://t.co/Y498u8xqGi",392987060,1362778143644213253,1a40ecb19d710091,9,31,777,0,,,United States,"Thibodaux, LA",During_Feb
260,Twitter for iPhone,2021-02-22T06:56:36.000Z,"“@pfizer is one of two @US_FDA COVID-19 vaccines authorized for emergency use.  It has shown a 95% efficacy against COVID-19, and is administered in two doses.  You are encouraged to get vaccinated, when you are eligible.” - #NdifrekeSylvanusOkon

#COVID19Vaccine
#Healthcare
#IT https://t.co/TqLq6xH4nC",91021511,1363744483762913281,07d9cdd312881000,0,0,0,0,,,United States,Texas Medical Center,During_Feb
261,Twitter for iPhone,2021-02-27T16:00:38.000Z,"NOW: Hartford’s fourth pop up clinic for COVID-19 vaccines happening at Dunkin’ Donuts Park. 

Senator Chris Murphy is expected to visit. More details to come. 

@WFSBnews @ChrisMurphyCT https://t.co/vVDrUF13T7",194292301,1365693331423064069,61c225139f635563,2,1,5,0,,,United States,"Hartford, CT",During_Feb
262,Twitter for iPhone,2021-02-09T02:15:31.000Z,"Big changes on how @SedgwickCounty is giving COVID-19 vaccines with the brutally cold weather. Plus, age restriction is lowered to 75. Details coming up on #KAKENews https://t.co/h4yjAYjvxg",847929283142193152,1358962705168760833,1661ada9b2b18024,3,0,2,0,,,United States,"Wichita, KS",During_Feb
263,Twitter for iPhone,2021-02-13T23:41:03.000Z,This is how we do #COVIDVaccine in @City_of_Mobile ! @usaunivhospital @USACWHospital Mardi Gras style!! We only did over 2000 vaccines today! #VaccinesSaveLives #BeatCOVID #MobileMardiGras #Covid_19 #MardiGras2021 https://t.co/gUczu9aJgT,1594039950,1360735771846717440,d049033410e9e81b,1,5,3,1,,,United States,"Mobile, AL",During_Feb
264,Twitter for Android,2021-02-17T22:35:37.000Z,"When we came into office there was only 50M doses that were available.

We have now, by the end of July, will have over 600M doses, enough to vaccinate every single American. @POTUS

EVERY. SINGLE. AMERICAN.

#DemVoice1 #ONEV1 Z21 #FreshScience #wtpBLUE https://t.co/Uyuzjxq48V https://t.co/H5p1nt8Q4q",748362288,1362168853959122944,00749ed44f1ee829,142,6,258,4,,,United States,"Ingleside, TX",During_Feb
265,Twitter for Android,2021-02-15T13:55:20.000Z,"Even though I have been vaccinated, I will continue to mask up to slow the spread of Covid-19.

Please continue to do your part.

And, support @AllenLEllison for 🇺🇸 Senate.

He is a candidate that supports science.

#DemVoice1 #ONEV1 Z21 #FreshScience #FreshCongress https://t.co/bIWlzL41EF https://t.co/p8r6cwSjnN",748362288,1361313147047579650,00749ed44f1ee829,89,4,145,2,,,United States,"Ingleside, TX",During_Feb
266,Twitter for iPhone,2021-02-16T16:35:51.000Z,"Just got my 1st dose of the COVID vaccine at a clinic held at The First Cathedral church in #Bloomfield and I’m feeling great.

I’m proud to partner with Connecticut’s faith community in our efforts to provide equitable care and get the vaccine to everyone who wants it. https://t.co/gwLHlTx0Sa",1076293903723233280,1361715928082309129,07d9c997b6888000,42,47,569,14,,,United States,The First Cathedral,During_Feb
267,Twitter for iPhone,2021-02-14T02:11:50.000Z,"Epic watch, theirs so much conflicting information when it comes to viruses &amp; vaccines, especially COVID-19. The experts are contradicting one another, I’m just in awe 🤦🏾‍♂️
#vaccine 
#covid https://t.co/d5POVLIPE7",1149417359922401280,1360773714015637504,463f5d9615d7d1be,0,0,0,0,,,United States,"Maine, USA",During_Feb
268,Twitter for iPhone,2021-02-18T17:33:40.000Z,"WATCH NOW: The Wolf administration is holding a conference call on the statewide response to today's snowstorm and the delivery status of COVID-19 vaccines across Pennsylvania.  

https://t.co/z35tJ3VjyM",1922158987,1362455255519272966,73e9489fbb2465e4,2,0,2,0,,,United States,"Lower Allen, PA",During_Feb
269,Twitter for iPhone,2021-02-11T13:26:11.000Z,"Interim Clinical Considerations for Use of mRNA COVID-19 Vaccines | CDC

""Fully vaccinated persons who meet criteria will no longer be required to quarantine following an exposure to someone with COVID-19."" https://t.co/80slrhJ14N",8523972,1359856256673079296,07d9dc1c23480000,0,0,0,0,,,United States,Marion County Health Department,During_Feb
270,Twitter for iPhone,2021-02-22T17:12:52.000Z,"The fact that I, Brianna Wu, THE 8th FASTEST SUPER MARIO 2 SPEEDRUNNER WITH PRINCESS PEACH, don’t know when or how I will get a vaccine https://t.co/zkLRlrXYf3",17264476,1363899573190742016,b15edfa4a478d83f,25,16,377,1,,,United States,"Dedham, MA",During_Feb
271,Twitter for iPhone,2021-02-15T00:11:25.000Z,"Just announced by ADPH: Around two dozen county health departments, some of the most active providers of COVID-19 vaccines, will be closed tomorrow due to the winter weather. https://t.co/IxJ38p6jPa",314370785,1361105799590907909,7f061ded71fdc974,3,2,1,1,,,United States,"Montgomery, AL",During_Feb
272,Twitter for iPhone,2021-02-10T23:23:21.000Z,"Spent a few hours today with many other @aumontgomery faculty &amp; staff volunteering at @ALPublicHealth’s drive-thru vaccination clinic. Thankful to be able to serve community members who were very appreciative of opportunity created by Baptist Health, TriCounty EMA &amp; @CityofMGM. https://t.co/8jOshCgAfx",35118113,1359644151504060417,7f061ded71fdc974,0,0,9,0,,,United States,"Montgomery, AL",During_Feb
273,Twitter for iPhone,2021-02-18T21:45:55.000Z,"I just made an appointment to get a vaccine! The Iowa Tribe of Oklahoma is now vaccinating tribal citizens, and this Cherokee is not sure he’ll ever be able to repay this kindness. I’m so relieved and thankful for tribal governments right now.",117858323,1362518736436092931,27de1a6e27075587,35,8,592,3,,,United States,"Norman, OK",During_Feb
274,Twitter for iPhone,2021-02-12T15:45:45.000Z,"For a good week now, my social media has been full of people being vaccinated by their tribes. You just love to see it. 💕",117858323,1360253768512716801,27de1a6e27075587,6,1,227,2,,,United States,"Norman, OK",During_Feb
275,Twitter for iPhone,2021-02-22T06:28:33.000Z,"@ChiVaxBot @roywoodjr Digging further, the researchers determined that smoking resulted in more severe SARS-CoV-2 infection, at least in part, by blocking the activity of immune system messenger proteins called interferons. https://t.co/54jiuEpwbS https://t.co/VHzUhqq0bX",16417153,1363737424023576576,36ac79e68ace76e4,0,1,4,0,,,United States,"Rancho Cucamonga, CA",During_Feb
276,Twitter for iPhone,2021-02-13T15:56:54.000Z,"#IGotTheShot 🎉 👊🏼❗️ Thank you, Moderna &amp; #NYC https://t.co/oiORCwfY7Y",21103888,1360618961059143683,00c39537733fa112,26,41,814,3,,,United States,"Queens, NY",During_Feb
277,Twitter for iPhone,2021-02-25T09:20:19.000Z,"COVID-19 vaccines are more than 94% effective, and they’re the key to ending this pandemic. I just pledged to get the COVID-19 vaccine when it’s my turn — will you do the same? https://t.co/FHdewXFAGE #VaccinesWork via @ready2vaccinate",43431843,1364867813664559105,00c39537733fa112,0,0,0,0,,,United States,"Queens, NY",During_Feb
278,Twitter for Android,2021-02-18T11:03:34.000Z,"""The next phase of this pandemic is going to be learning to live more normally with some risk of COVID-19. We do this every day with other risks, but it’s going to be hard to make this mental shift.""
Vaccines &amp; Transmission Redux Redux by @ProfEmilyOster https://t.co/InLdIqPLvp",32313613,1362357083891458050,00c39537733fa112,3,3,7,0,,,United States,"Queens, NY",During_Feb
279,Twitter for iPhone,2021-02-17T18:21:23.000Z,Imagine if he had this level of focus to get New Yorkers more vaccine doses? https://t.co/Ua1jo25EiB,26583978,1362104872804503555,00c39537733fa112,26,4,197,1,,,United States,"Queens, NY",During_Feb
280,Twitter for iPhone,2021-02-10T23:40:04.000Z,my parents are getting the vaccine tomorrow so i’m hoping it has a positive side effect on their bad attitudes 🤧,324164276,1359648360131665932,00c39537733fa112,0,0,21,0,,,United States,"Queens, NY",During_Feb
281,Instagram,2021-02-22T16:32:08.000Z,"Shout out to The Honorable Assemblywoman @AliciaHyndman

Look 😳 what I just received from Madame Assemblywoman Alicia Hyndman via email y'all regarding available Covid-19 vaccines, pass the word. @ South Jamaica https://t.co/yqQPWqNpGE",1308298111585001472,1363889319086325768,00c39537733fa112,0,0,0,0,Point,"[-73.791763, 40.677589]",United States,"Queens, NY",During_Feb
282,Twitter for iPhone,2021-02-12T00:07:27.000Z,"if you didn’t participate in the guitar smash debate, you should be able to jump the vaccine line or at least get a day off of work",40964406,1360017637879726082,b463d3bd6064861b,18,12,625,4,,,United States,"Detroit, MI",During_Feb
283,Twitter for Android,2021-02-16T22:03:57.000Z,Me and the fellas once we get vaccinated https://t.co/BNfdrsk07u,2863352081,1361798496467046403,3320a79a535d4896,29,18,321,0,,,United States,"East Foothills, CA",During_Feb
284,Twitter for iPhone,2021-02-16T05:12:46.000Z,"So Canada has secured enough COVID-19 vaccines to inoculate its citizens FIVE TIMES over?? Oh and they’re taking vaccines from COVAX, the global program meant to provide vaccines to developing nations... am I missing something here",787766874645737472,1361544025593929728,ed0a823456907b4c,0,0,5,0,,,United States,"Stanford, CA",During_Feb
285,Twitter for iPhone,2021-02-26T23:15:44.000Z,@CBSNews You can stick all your vaccines you know where . # Biden # the vaccines #AstraZeneca # COVID 19 #philosopher,879519226624712704,1365440441336872965,009d89c01fd38d04,0,0,0,0,,,United States,"Mahwah, NJ",During_Feb
286,Twitter for iPhone,2021-02-25T02:23:54.000Z,How is it possible grocery store workers are not considered essential workers? They risk their health while serving all of us. Let’s join @UFCW99 President McLaughlin in asking @drcarachrist that essential food workers be prioritized for vaccination.  #EssentialWorkers https://t.co/Gw0oxa1Hwa,75305090,1364763020325363712,5c62ffb0f0f3479d,65,7,203,2,,,United States,"Phoenix, AZ",During_Feb
287,Twitter for iPhone,2021-02-20T23:39:13.000Z,"Sticking an experimental vaccine into a child that has, virtually, zero chance of being affected by Covid makes perfect sense....if you’re insane #VitD #VitC #Zinc #ECGC",1117898546055761920,1363272025649733632,5c62ffb0f0f3479d,64,3,248,2,,,United States,"Phoenix, AZ",During_Feb
288,Twitter for Android,2021-02-18T04:11:18.000Z,Covid-19 Vaccines And Autoimmune Disease https://t.co/HwWvLwc0zR,192769170,1362253331012362240,5c62ffb0f0f3479d,0,0,0,0,,,United States,"Phoenix, AZ",During_Feb
289,Twitter for iPhone,2021-02-22T10:30:07.000Z,Navy Has Given Nearly a Quarter of Active-Duty Sailors COVID-19 Vaccines https://t.co/oQbFUJoAmf,19418649,1363798217574526982,aa509e938179ea44,0,0,4,0,,,United States,"Annapolis, MD",During_Feb
290,Twitter for iPhone,2021-02-26T00:26:12.000Z,"Hogan should have just came and tossed a couple vials of the vaccine to a crowd like Trump tossed paper towels in Puerto Rico. Because, this is the same level of disrespect.

I don't think Hogan understands equity or math bc 70% of the vax received went to non-city residents!!! https://t.co/9MV8tWRSk8",39653331,1365095785784893442,aa509e938179ea44,26,3,95,2,,,United States,"Annapolis, MD",During_Feb
291,Twitter for iPhone,2021-02-11T21:47:36.000Z,"Hey let’s all get vaccinated so we can fit 60,000 in Milan Puskar Stadium to welcome Virginia Tech like the good old days.",297562263,1359982444779307013,bad356f8cba08b76,38,18,505,7,,,United States,"Morgantown, WV",During_Feb
292,Twitter for Android,2021-02-18T16:04:17.000Z,"Common sense is needed to get school reopen just get the teachers vaccines for Covid-19 more action, stop the BS, just get it done! Reopen Schools in the normal time frame in end of August, first week of September! You will have five to six months to vaccines Teachers for school.",3402389128,1362432759134830601,dea1eac2d7ef8878,1,0,1,0,,,United States,"Maryland, USA",During_Feb
293,Twitter for iPhone,2021-02-19T12:51:53.000Z,My colleagues and I @JHhealthequity @drJoshS @JohnsHopkinsSPH @JohnsHopkins partnered with @BloombergDotOrg to create this resource for mayors: How to communicate with the public about COVID vaccines https://t.co/G6PAWgrE7z,3414994726,1362746728408096790,dea1eac2d7ef8878,63,4,158,2,,,United States,"Maryland, USA",During_Feb
294,Twitter for Android,2021-02-10T01:16:22.000Z,"My grandma (90yo) found my number written on something and decided to give me a call.

We talked vaccines (she got hers!), the bad weather this weekend, and that another cousin had passed away from COVID-19.

She's the best and her tamales are better than any you've ever had. 🥰",40557748,1359310207432687620,78454026903c03e4,0,4,33,0,,,United States,"Bedford, TX",During_Feb
295,Twitter for Android,2021-02-18T23:41:42.000Z,"Super Excited &amp; Graciously Grateful ! Thank you President Biden 💙🇺🇸💙! 

#COVID_19 #Vaccines_For_All 🙏💙🙏 https://t.co/CmRJ4Gpdif",402684273,1362547873066455042,d04cf2a772b88bba,0,0,2,0,,,United States,"Mishawaka, IN",During_Feb
296,Twitter for Android,2021-02-23T21:47:22.000Z,Everyone would get the vaccine when it was their turn if they saw @RichardEngel's special on the variants &amp; the time bombs we're under,764187379,1364331037334130689,6f36fc2e52870eee,53,14,271,4,,,United States,"Newport News, VA",During_Feb
297,Twitter for Android,2021-02-20T16:05:47.000Z,I've been assuming the lack of a pr campaign by @JoeBiden Admin to push people to get the vaccine is based on the supply prob but that's still a bad policy:  gov should be pushing a MASSIVE marketing campaign on this,764187379,1363157912391196676,6f36fc2e52870eee,32,42,305,8,,,United States,"Newport News, VA",During_Feb
298,Twitter for iPhone,2021-02-15T16:50:08.000Z,Just got my second vaccine dose. Grateful.,20959619,1361357134814937088,6f36fc2e52870eee,12,39,761,6,,,United States,"Newport News, VA",During_Feb
299,Twitter for Android,2021-02-10T16:20:11.000Z,"@leighmhughes @Niles09 @XPhytoThera I'll gladly participate in trials , but never for any Covid-19 Vaccines .. 
They are now letting people know it's going to be a yearly Covid-19 booster shot 💉 .. 
And Target is starting to Bribe their Employees to get the jab .. lol ..",28179380,1359537659010547712,9133850ec8827e0a,0,0,0,0,,,United States,"Stratford, CT",During_Feb
300,Twitter for Android,2021-02-25T15:33:02.000Z,"To anyone (like Rs in #mileg) wanting MI to not use Social Vulnerability Index in vaccine distribution:

Top 5 for highest poverty rate:
Isabella (23.4%)
Lake (22.3%)
Wayne (21.7%)
Luce (20.7%)
Clare (20.6%)

Don't let ignorance &amp; racism get in the way of serving your residents.",16785950,1364961610444533771,91eb113282d003a1,76,7,230,11,,,United States,"Lansing, MI",During_Feb
301,Twitter for iPhone,2021-02-18T15:31:53.000Z,Anyone else tired if #GOP complaining about vaccine rollout while also advocating for opening everything up. Workers on the frontlines must be protected because they can't sit at home. Don't ask for more doses if you won't #maskUpMichigan.,255596322,1362424607731507204,91eb113282d003a1,20,5,119,3,,,United States,"Lansing, MI",During_Feb
302,Twitter for iPhone,2021-02-11T21:24:49.000Z,"CVS COVID-19 vaccine scheduler opens today; appointments for this week in WNY filled before 9am - CVS, Walgreens are poised to administer COVID-19 vaccines in New York this week as part of a federal program. https://t.co/9pbzDlCSz9 via @WGRZ",17922990,1359976710259826696,a307591cd0413588,0,0,3,0,,,United States,"Buffalo, NY",During_Feb
303,Twitter for iPhone,2021-02-13T03:37:47.000Z,A small family-owned western Kentucky pharmacy is trying to help put an end to this pandemic.  It is now giving COVID-19 vaccines. I’ll be live tonight at 10:00 after talking to the owner and a woman who was given the first shot.,2587766358,1360432957715079170,ad815dfe8c34a012,1,0,4,0,,,United States,"Evansville, IN",During_Feb
304,Twitter for iPad,2021-02-26T02:57:35.000Z,"Getting deep, understanding our immune system &amp; #COVID19 Shane Crotty: ""Adaptive Immunity and Immune Memory to SARS-CoV-2 after C... https://t.co/qKi4IUxSCK",2922611,1365133882383888387,ad815dfe8c34a012,0,0,0,0,,,United States,"Evansville, IN",During_Feb
305,Twitter for Android,2021-02-18T17:36:08.000Z,"+65 COVID vaccines still available:
STJOHNSFL: COVID-19 vaccinations appointments are still available for February 19, 22, or 24. Visit https://t.co/onnw34mbDE.",2184172669,1362455873302523906,01b31e336c002ed7,0,0,0,0,,,United States,"St Augustine, FL",During_Feb
306,Twitter for iPhone,2021-02-18T17:00:02.000Z,"Tonight's Communities of Color discussion has been postponed. We will announce a new date soon, and look forward to this important discussion around COVID-19 vaccines. https://t.co/HrdYUocRXk",1114307317821005826,1362446791975837697,00ab941b685334e3,1,1,1,0,,,United States,"Nashville, TN",During_Feb
307,Twitter for iPhone,2021-02-09T03:15:57.000Z,Teachers in Davidson County to start receiving COVID-19 vaccines by Feb. 20. https://t.co/a0tjI81PWr,960696047583539201,1358977913253752835,00ab941b685334e3,0,0,1,0,,,United States,"Nashville, TN",During_Feb
308,Twitter for iPhone,2021-02-22T14:14:08.000Z,"Thanks to @GovBillLee’s leadership, the state of Tennessee ranks 44th in percent of vaccines distributed https://t.co/qONU4dAb3V https://t.co/Ocjdvs8Xhw",28427586,1363854590161129475,00ab941b685334e3,18,5,86,1,,,United States,"Nashville, TN",During_Feb
309,Twitter for Android,2021-02-18T20:56:45.000Z,"https://t.co/ZWSLSNuyJ2 Now, what's wrong with the Philippines 🇵🇭 President and Governments whose not providing Covid-19 Vaccines to their Health-Care Workers first hand, they have to deal with Covid-19 Patients first hand, ASAP...duh???",814510262724214784,1362506362874449924,743df94d8dcb69a6,0,0,0,0,,,United States,"Metairie, LA",During_Feb
310,Twitter for iPhone,2021-02-11T15:28:32.000Z,"@Laurallhp @Jim_Jordan More parroting about something you are totally ignorant about.
Our president did a lot to stop the virus. Remember Bozo Biden saying he was prejudiced about foreigners.
Trump also is responsible for vaccines against COVID-19.
Biden is a puppet being manipulated by bad swamp peeps",1245115704472416256,1359887047239086089,01966db443c4c238,0,0,0,0,,,United States,"Ocala, FL",During_Feb
311,Twitter for iPhone,2021-02-25T20:31:22.000Z,I got my girlfriend and dad appointments for COVID-19 vaccines. I am absolutely ecstatic for them!! 💉,67784029,1365036690541322240,67b98f17fdcf20be,0,0,2,0,,,United States,"Boston, MA",During_Feb
312,Twitter for iPhone,2021-02-18T20:31:01.000Z,"Let’s be clear—@CharlieBakerMA has failed the people of Massachusetts. 

We’re home to top notch medical and technology companies, but our state can’t spin up a simple website for mass vaccinations?

What an absolute embarrassment. #Massachusetts #COVIDVaccine https://t.co/HTREa5p2Wo",1131846422,1362499887359795200,67b98f17fdcf20be,21,3,66,2,,,United States,"Boston, MA",During_Feb
313,Twitter for iPhone,2021-02-13T13:09:07.000Z,"Can we talk about how countries in Africa and Latin America will have zero access to vaccines till 2022 because we’re trying to vaccinate Kyle by June 2021?

Anyway we can get younger people in the US to wait, so older people in Peru can get it first?

Can we donate our dose?",38256988,1360576737663418368,f98a7b4c97c21162,35,17,358,5,,,United States,"Breñas, Puerto Rico",During_Feb
314,Twitter for iPhone,2021-02-24T22:38:13.000Z,"COVID-19 vaccines are more than 94% effective, and they’re the key to ending this pandemic. I just pledged to get the COVID-19 vaccine when it’s my turn — will you do the same? https://t.co/urHkytpmgU #VaccinesWork via @ready2vaccinate",1325906653552795649,1364706222147063808,fb3e8933bc780f93,0,0,1,0,,,United States,"Wilson, PA",During_Feb
315,Twitter for iPhone,2021-02-26T19:42:29.000Z,"NEW: @OleMiss announces it will offer the Fall 2021 semester as a full in-person campus experience, citing development and distribution of multiple COVID-19 vaccines @abc3340 #coronavirus #COVID19",1737781596,1365386773082365955,56c9f474a934e9fe,3,0,4,1,,,United States,"Hoover, AL",During_Feb
316,Twitter for iPhone,2021-02-18T04:45:34.000Z,Facebook CEO Zuckerberg Expresses Concern About COVID-19 Vaccines in Leaked Footage https://t.co/vxQGnzMGJe via @epochtimes,1218602132821114880,1362261956745453570,56c9f474a934e9fe,0,0,0,0,,,United States,"Hoover, AL",During_Feb
317,Twitter for Android,2021-02-14T19:27:56.000Z,I wanted to get in most of my other vaccines before COVID 19,752621888594022400,1361034457021571073,75aec033c0868359,0,2,0,0,,,United States,"Xenia, OH",During_Feb
318,Twitter for iPhone,2021-02-17T19:52:56.000Z,A bill was introduced in the US House of Representatives would provide $1.75 billion for genomic sequencing to help identify SARS-CoV-2 mutations. Wish @NIH was as interested in funding sequencing of deadly cancer as much as Covid @POTUS @VP #cancer #stage4needsmore #metastaticBC,69311511,1362127915132071942,64ab889e24887e12,0,0,2,0,,,United States,"Collierville, TN",During_Feb
319,Twitter for iPhone,2021-02-11T16:51:02.000Z,@AlexBerenson Yep! Even us leukemia patients are warned that we are at risk in “generating anti-SARS-CoV-2 antibodies in hematologic patients could lead to immune enhancement and a systemic inflammatory response akin to multisystem inflammatory syndrome in children (MIS-C).”,36772738,1359907808985112577,0054e9b90d4f8402,1,1,5,0,,,United States,"Jupiter Farms, FL",During_Feb
320,Twitter for iPhone,2021-02-16T23:14:17.000Z,#BreakingNews under Biden’s administration we are approaching 2 million vaccines a day. Biden promise was 100 million vaccinated within his first 100 day’s.,821901681231298560,1361816196644016137,2f28ab7a8e04fcd0,31,9,315,1,,,United States,"West Burlington, IA",During_Feb
321,Twitter for iPhone,2021-02-10T03:17:30.000Z,"Compared with pregnant patients with SARS-CoV-2 infection without symptoms, those with severe–critical #COVID-19 were at increased risk of perinatal complications.

#COVIDOB #OBAnes https://t.co/fysLk5W79N",27721143,1359340691307048961,0021184d617fff67,0,0,3,0,,,United States,"Islamorada, FL",During_Feb
322,Twitter for iPhone,2021-02-10T00:53:26.000Z,"$IPIX #Brilacidin has made the “viruses” journal. 

“Brilacidin exerts potent inhibition of SARS-CoV-2 against different strains of the virus in cell culture""

$CYDY $RLFTF $COCP $MRNA $GILD

Multinational Phase II underway. 

https://t.co/ZjtctNxnbb",1264897762782580736,1359304432454934532,01183c76368e2089,6,1,13,2,,,United States,"Fairfield, NJ",During_Feb
323,Twitter for iPhone,2021-02-13T04:45:38.000Z,"I learned this afternoon that my second cousin died of complications due to COVID-19. I can’t help but think that my son’s grandchildren will someday recount that she died in the pandemic. Vaccines are here and this whole thing still feels like a nightmare. RIP, Nancye Anne.",31559098,1360450031896133632,3df0e3eb1e91170b,0,10,33,0,,,United States,"Columbus, OH",During_Feb
324,Twitter for Android,2021-02-17T00:13:55.000Z,I got my Covid shot at the Cal State LA campus #CalstateLA #Covid_19 #vaccines https://t.co/JtzJ3T8q1D,339533386,1361831204849213444,0bf8a837b3d79001,1,1,6,0,,,United States,CSULA Parking Structure A,During_Feb
325,Sprout Social,2021-02-17T17:59:06.000Z,"Our friends at @MeadowGoldHI keep pouring out the aloha at our Pier 2 vaccination clinic with their popular POG drinks for everyone to enjoy! Mahalo for supporting our health care workers, volunteers and everyone who receives their COVID-19 vaccines. 🤙🏼 #healthierhawaii #mahalo https://t.co/QzqIIfD3Zd",119945324,1362099267918303234,c47c0bc571bf5427,1,0,2,0,,,United States,"Honolulu, HI",During_Feb
326,Twitter for iPhone,2021-02-16T17:25:18.000Z,The day is finally here! Here for the launch of the #COVID19 community vaccination clinic at @CalStateLA! I want to thank @CAgovernor Gavin Newsom and @POTUS Joe Biden for their partnership and quick work to launch this site for our Eastside communities. https://t.co/u8Y9JbYca9,2377732207,1361728375052660737,07d9c937bcc87000,43,18,257,4,,,United States,"California State University, Los Angeles (CSULA)",During_Feb
327,Twitter for iPhone,2021-02-19T17:59:58.000Z,"💡 Covid Vaccine Myth Buster:

❌ Myth - mRNA technology is new. 

💯 Fact - mRNA technology used in the Pfizer and Moderna vaccines has existed for over a decade. Covid-19 gave scientists a (very urgent) reason to put it to use. 

#VaxUpMS #TakeTheShot #CovidVaccine",16231946,1362824262579597320,43d2418301bf1a49,0,0,1,0,,,United States,"Mississippi, USA",During_Feb
328,Twitter for iPhone,2021-02-13T01:33:55.000Z,Good job @vcchealthcare one vaccine at a time. Community Clinics Fight for COVID-19 Vaccines  https://t.co/Po4icZvwxZ,308071652,1360401783982497792,1cf657005480e70e,0,0,1,0,,,United States,"Oceanside, CA",During_Feb
329,Twitter for Android,2021-02-13T08:34:40.000Z,".@DanRather if you are taking the vaccine out of concern for your health &amp; safety by-all-means consume that get-well COVID relief potion
If COVID-19 Vaccines are making others ill with side-effects that are unforseen that were not symptomatic initially, please don't advocate this https://t.co/Zho1O7V0vU",742496145050636288,1360507672223772673,60e2c37980197297,1,0,2,0,,,United States,"St Paul, MN",During_Feb
330,Twitter for iPhone,2021-02-25T16:52:32.000Z,"The #COMPASSStudy – Community Prevalence of SARS-CoV-2 Study (CoVPN 5002) will estimate the percentage of people affected by SARS-CoV-2, the virus that causes COVID-19, in selected communities in the United States. COVID-19 pandemic.
💡
@PreventCOVID_19 https://t.co/TK0rNuFL8G",1340013461808558081,1364981616473432066,fa3435044b52ecc7,0,0,0,0,,,United States,"Newark, NJ",During_Feb
331,Twitter for iPhone,2021-02-23T16:51:20.000Z,"I just participated in the @NatlGovsAssoc call with @POTUS’ Admin to discuss the ongoing vaccine rollout. I appreciate their transparency thus far &amp; am hopeful they can assist us with logistical concerns, especially in rural AL, to quickly get more folks vaccinated. #alpolitics https://t.co/QwmWqtPLe2",19668491,1364256539364782081,0fc3458818955000,29,18,136,1,,,United States,Alabama State Capitol,During_Feb
332,Twitter for iPhone,2021-02-26T01:56:17.000Z,"If you have a history of allergies to vaccines or the ingredients in the COVID-19 vaccine, talk to your dr, you may not be able to have the vaccine...@DrChrisMD on NAACP Unmasked A Covid-19 Virtual Town Hall Series live on @YouTube #vaccines #COVID19 #NAACP",19200070,1365118458669764611,0a63512b6029fd73,0,0,0,0,,,United States,"Northwoods, MO",During_Feb
333,Twitter for iPhone,2021-02-26T19:17:25.000Z,"The @EvergreenMuseum is back open to the public with #COVID safety protocols in place. And the large campus is also being used as a weekly drive-thru vaccination site. 
I have the details on @fox12oregon Noon News. https://t.co/zYozdIhDq5",411403430,1365380468640600064,2a732a9dca7f3c87,4,0,10,1,,,United States,"McMinnville, OR",During_Feb
334,Twitter for iPhone,2021-02-17T02:06:09.000Z,"@rajster @AmerGastroAssn @ibddocmaria @GilMelmedMD @TelAvivUni @SacklerMed @segal_eran From @IOIBD1 
SARS-CoV-2 vaccination for patients with inflammatory bowel diseases: recommendations from an international consensus meeting

Practical recommendations from @IBDMD @DrCoreySiegel @florian_krammer @ibddocmaria Et al https://t.co/sAoPv7bvZF",220014802,1361859450534035456,11cdb607ab2f17bb,0,0,1,0,,,United States,"New Rochelle, NY",During_Feb
